mode,episode,total_reward,steps,success,final_info
tracking,76,2.9801226269155743,15,True,"{'detected': True, 'success': True, 'target_pos': [63.958797454833984, 56.00057601928711], 'target_vel': [3.9955334663391113, -0.1889752745628357], 'last_known_pos': [63.958797454833984, 56.00057601928711], 'last_known_vel': [3.9955334663391113, -0.1889752745628357]}"
tracking,77,3.1999934019073843,75,True,"{'detected': True, 'success': True, 'target_pos': [34.98098373413086, 36.97922897338867], 'target_vel': [-3.5681381225585938, -1.8078685998916626], 'last_known_pos': [34.98098373413086, 36.97922897338867], 'last_known_vel': [-3.5681381225585938, -1.8078685998916626]}"
tracking,78,2.488835236079991,39,True,"{'detected': True, 'success': True, 'target_pos': [56.05312728881836, 67.27708435058594], 'target_vel': [3.9999969005584717, 0.004839325789362192], 'last_known_pos': [56.05312728881836, 67.27708435058594], 'last_known_vel': [3.9999969005584717, 0.004839325789362192]}"
tracking,79,4.631504804827273,55,True,"{'detected': True, 'success': True, 'target_pos': [43.78757095336914, 39.768882751464844], 'target_vel': [2.66852068901062, -2.979764461517334], 'last_known_pos': [43.78757095336914, 39.768882751464844], 'last_known_vel': [2.66852068901062, -2.979764461517334]}"
tracking,80,1.2841980550438166,27,True,"{'detected': True, 'success': True, 'target_pos': [80.41798400878906, 39.19761657714844], 'target_vel': [-2.135366439819336, 3.382337808609009], 'last_known_pos': [80.41798400878906, 39.19761657714844], 'last_known_vel': [-2.135366439819336, 3.382337808609009]}"
tracking,81,1.6646505109965801,8,True,"{'detected': True, 'success': True, 'target_pos': [40.896846771240234, 51.13079833984375], 'target_vel': [-2.7045211791992188, -2.9471285343170166], 'last_known_pos': [40.896846771240234, 51.13079833984375], 'last_known_vel': [-2.7045211791992188, -2.9471285343170166]}"
tracking,82,2.332600601017475,16,True,"{'detected': True, 'success': True, 'target_pos': [36.9881706237793, 49.15248107910156], 'target_vel': [-2.8258330821990967, -2.8310186862945557], 'last_known_pos': [36.9881706237793, 49.15248107910156], 'last_known_vel': [-2.8258330821990967, -2.8310186862945557]}"
tracking,83,1.6314959675073624,8,True,"{'detected': True, 'success': True, 'target_pos': [14.328145980834961, 71.47188568115234], 'target_vel': [0.8015146851539612, 3.9188740253448486], 'last_known_pos': [14.328145980834961, 71.47188568115234], 'last_known_vel': [0.8015146851539612, 3.9188740253448486]}"
tracking,84,3.9357518268823624,31,True,"{'detected': True, 'success': True, 'target_pos': [46.4150390625, 47.05668640136719], 'target_vel': [2.3436641693115234, -3.2414872646331787], 'last_known_pos': [46.4150390625, 47.05668640136719], 'last_known_vel': [2.3436641693115234, -3.2414872646331787]}"
tracking,85,0.9818170089274645,8,True,"{'detected': True, 'success': True, 'target_pos': [33.699676513671875, 23.35603904724121], 'target_vel': [2.734726905822754, 2.919121503829956], 'last_known_pos': [33.699676513671875, 23.35603904724121], 'last_known_vel': [2.734726905822754, 2.919121503829956]}"
tracking,86,3.221417785793543,50,True,"{'detected': True, 'success': True, 'target_pos': [70.12916564941406, 76.733154296875], 'target_vel': [3.3883979320526123, -2.125737428665161], 'last_known_pos': [70.12916564941406, 76.733154296875], 'last_known_vel': [3.3883979320526123, -2.125737428665161]}"
tracking,87,2.358146397650242,30,True,"{'detected': True, 'success': True, 'target_pos': [51.70957565307617, 65.21061706542969], 'target_vel': [0.8568400144577026, -3.9071505069732666], 'last_known_pos': [51.70957565307617, 65.21061706542969], 'last_known_vel': [0.8568400144577026, -3.9071505069732666]}"
tracking,88,2.296625008016825,38,True,"{'detected': True, 'success': True, 'target_pos': [36.47747802734375, 36.10049819946289], 'target_vel': [3.0774784088134766, 2.555215358734131], 'last_known_pos': [36.47747802734375, 36.10049819946289], 'last_known_vel': [3.0774784088134766, 2.555215358734131]}"
tracking,89,3.526959365233779,18,True,"{'detected': True, 'success': True, 'target_pos': [57.005401611328125, 50.321617126464844], 'target_vel': [-3.545574903488159, 1.8517284393310547], 'last_known_pos': [57.005401611328125, 50.321617126464844], 'last_known_vel': [-3.545574903488159, 1.8517284393310547]}"
tracking,90,4.941539412658662,48,True,"{'detected': True, 'success': True, 'target_pos': [39.24979782104492, 51.82978057861328], 'target_vel': [3.8864378929138184, -0.9463611841201782], 'last_known_pos': [39.24979782104492, 51.82978057861328], 'last_known_vel': [3.8864378929138184, -0.9463611841201782]}"
tracking,91,3.732045088157058,40,True,"{'detected': True, 'success': True, 'target_pos': [76.66389465332031, 69.03978729248047], 'target_vel': [0.740032434463501, 3.93094801902771], 'last_known_pos': [76.66389465332031, 69.03978729248047], 'last_known_vel': [0.740032434463501, 3.93094801902771]}"
tracking,92,2.3097816966474056,8,True,"{'detected': True, 'success': True, 'target_pos': [43.32381820678711, 29.949085235595703], 'target_vel': [3.830177068710327, -1.1531445980072021], 'last_known_pos': [43.32381820678711, 29.949085235595703], 'last_known_vel': [3.830177068710327, -1.1531445980072021]}"
tracking,93,6.044364433296025,97,True,"{'detected': True, 'success': True, 'target_pos': [51.62833023071289, 58.06452178955078], 'target_vel': [3.975902557373047, -0.438405841588974], 'last_known_pos': [51.62833023071289, 58.06452178955078], 'last_known_vel': [3.975902557373047, -0.438405841588974]}"
tracking,94,4.2833346264362335,42,True,"{'detected': True, 'success': True, 'target_pos': [17.084287643432617, 56.98038864135742], 'target_vel': [3.87591552734375, -0.9885737895965576], 'last_known_pos': [17.084287643432617, 56.98038864135742], 'last_known_vel': [3.87591552734375, -0.9885737895965576]}"
tracking,95,2.0903578232973814,20,True,"{'detected': True, 'success': True, 'target_pos': [46.86736297607422, 90.5015869140625], 'target_vel': [-2.8702869415283203, 2.7859385013580322], 'last_known_pos': [46.86736297607422, 90.5015869140625], 'last_known_vel': [-2.8702869415283203, 2.7859385013580322]}"
tracking,96,3.638580602589995,51,True,"{'detected': True, 'success': True, 'target_pos': [51.918636322021484, 66.04740905761719], 'target_vel': [0.5127431154251099, 3.9670004844665527], 'last_known_pos': [51.918636322021484, 66.04740905761719], 'last_known_vel': [0.5127431154251099, 3.9670004844665527]}"
